customer_id,plan,signup_date,region,tenure_months,monthly_revenue,status,churn
CUS-2986,Enterprise,2024-02-26,APAC,22,699.33,Active,No
CUS-1106,Pro,2025-02-24,Americas,10,92.81,Churned,Yes
CUS-3016,Basic,2024-01-02,Americas,24,20.93,Active,No
CUS-1143,Enterprise,2025-12-03,APAC,0,1083.64,Active,No
CUS-1122,Pro,2024-02-18,EMEA,22,136.86,Active,No
CUS-3372,Basic,2025-12-13,Americas,0,44.5,Churned,No
CUS-3866,Basic,2024-02-21,APAC,22,20.0,Active,0
CUS-2190,Pro,2024-08-31,Americas,16,130.83,Active,No
CUS-3962,Enterprise,2023-07-16,,29,663.47,Active,No
CUS-3601,Basic,2024-10-07,Americas,15,30.92,Active,No
CUS-2658,Pro,2023-05-20,APAC,31,118.17,Active,No
CUS-1116,Enterprise,2025-01-18,Americas,11,329.41,Active,No
CUS-2406,Basic,2024-12-31,APAC,12,31.34,Active,No
CUS-2512,Basic,2024-09-03,EMEA,16,28.09,Active,No
CUS-3493,Basic,2023-11-05,APAC,26,21.03,Active,No
CUS-3798,Basic,2025-10-31,EMEA,2,29.7,Active,No
CUS-3949,Enterprise,2024-03-12,APAC,21,1235.23,Active,No
CUS-2597,Basic,2024-06-04,EMEA,19,37.37,Active,No
CUS-3890,Basic,2023-04-02,APAC,33,25.71,Active,No
CUS-1673,Enterprise,2024-01-09,EMEA,24,766.38,Active,No
CUS-2432,Pro,2025-09-26,APAC,3,150.0,Active,No
CUS-3173,Basic,2025-07-06,Americas,5,32.84,Active,No
CUS-1592,Basic,2024-02-23,APAC,22,37.05,Active,No
CUS-2403,Enterprise,2023-01-10,Americas,36,1959.99,Active,No
CUS-1889,Basic,2025-10-27,EMEA,2,28.31,Active,No
CUS-2755,Basic,2025-10-28,Americas,2,38.01,Churned,Yes
CUS-2367,Basic,2024-07-02,APAC,18,49.57,Active,No
CUS-3397,Basic,2024-01-08,EMEA,24,41.16,Active,No
CUS-1214,Pro,2024-12-31,APAC,12,119.49,Active,No
CUS-3008,Basic,2025-01-17,APAC,11,27.53,Active,No
CUS-3149,Pro,2025-09-08,APAC,3,109.62,Churned,Yes
CUS-1801,Pro,2023-01-28,EMEA,35,132.48,Active,No
CUS-3481,Basic,2023-01-30,APAC,35,28.53,Active,No
CUS-3440,Pro,2023-07-07,EMEA,30,94.82,Active,No
CUS-3284,Pro,2024-04-22,APAC,20,122.65,Active,No
CUS-3663,Basic,2024-09-03,APAC,16,27.75,Active,No
CUS-3712,Basic,2024-10-12,EMEA,14,39.31,Active,No
CUS-1274,Pro,2025-03-30,Americas,9,143.32,Active,No
CUS-1072,Basic,2025-11-27,Americas,1,28.33,Churned,Yes
CUS-2790,Basic,2025-02-05,APAC,10,33.28,Active,No
CUS-2088,Pro,2025-01-17,EMEA,11,121.52,Active,No
CUS-1395,Basic,2025-04-19,APAC,8,44.17,Active,No
CUS-1584,Basic,2025-03-29,EMEA,9,30.78,Active,No
CUS-3081,Basic,2023-08-04,,29,33.24,Active,No
CUS-2981,Enterprise,2025-10-29,Americas,2,758.32,Churned,Yes
CUS-1501,Pro,2024-05-06,EMEA,20,142.32,Active,No
CUS-3015,Basic,2023-09-04,APAC,28,50.0,Active,No
CUS-3224,Basic,2023-05-19,APAC,31,39.59,Active,No
CUS-3980,Enterprise,2025-02-01,Americas,11,822.97,Active,No
CUS-3741,Basic,2025-03-16,APAC,9,33.03,Active,No
CUS-3319,Basic,2024-05-04,APAC,20,39.26,Active,No
CUS-2260,Enterprise,2023-12-22,APAC,24,430.19,Active,No
CUS-2743,Basic,2025-05-12,APAC,7,23.67,Active,No
CUS-1206,Basic,2024-05-27,EMEA,19,46.84,Active,No
CUS-1734,Basic,2024-11-13,EMEA,13,41.9,Active,No
CUS-3503,Enterprise,2023-05-16,APAC,32,718.35,Active,No
CUS-1527,Enterprise,2023-05-14,APAC,32,300.0,Active,No
CUS-2376,Basic,2023-08-28,APAC,28,23.38,Active,No
CUS-1899,Basic,2023-06-11,,31,36.31,Active,No
CUS-1378,Basic,2025-10-20,,2,35.16,Active,No
CUS-2727,Basic,2025-06-03,Americas,7,36.0,Active,No
CUS-3683,Basic,2023-08-16,APAC,28,22.65,Active,No
CUS-3723,Basic,2023-03-23,EMEA,33,25.84,Churned,Yes
CUS-1387,Pro,2024-10-17,APAC,14,116.08,Active,No
CUS-1199,Basic,2023-07-12,APAC,30,30.32,Active,No
CUS-2051,Pro,2025-11-05,EMEA,1,99.04,Active,No
CUS-1591,Enterprise,2025-06-04,APAC,7,828.76,Active,No
CUS-1520,Pro,2025-05-08,EMEA,7,100.55,Active,No
CUS-3951,Basic,2024-03-14,EMEA,21,50.0,Active,No
CUS-1430,Pro,2025-07-08,EMEA,5,81.31,Active,No
CUS-2084,Pro,2024-01-08,APAC,24,92.3,Active,No
CUS-1208,Pro,2023-03-26,EMEA,33,150.0,Active,No
CUS-1492,Pro,2023-01-03,Americas,36,80.54,Active,0
CUS-2610,Basic,2025-12-28,APAC,0,46.73,Churned,Yes
CUS-3913,Basic,2024-09-16,APAC,15,50.0,Active,No
CUS-1793,Basic,2023-01-15,EMEA,36,37.77,Active,No
CUS-3020,Basic,2024-06-16,APAC,18,29.69,Active,No
CUS-2187,Basic,2023-05-10,,32,50.0,Churned,Yes
CUS-2186,Pro,2025-06-14,APAC,6,90.23,Active,No
CUS-3182,Enterprise,2024-04-15,APAC,20,512.46,Active,No
CUS-2341,Basic,2023-06-01,,31,24.5,Active,No
CUS-3233,Basic,2024-05-19,Americas,19,34.33,Active,No
CUS-1084,Basic,2025-05-01,Americas,8,44.37,Churned,Yes
CUS-3370,Basic,2024-02-02,Americas,23,40.85,Churned,Yes
CUS-3227,Pro,2023-06-02,APAC,31,119.98,Active,No
CUS-1021,Pro,2024-04-12,APAC,20,95.2,Active,No
CUS-2379,Pro,2025-09-14,APAC,3,134.8,Churned,Yes
CUS-2559,Pro,2023-01-16,APAC,36,110.35,Active,No
CUS-2939,Basic,2025-01-26,EMEA,11,32.93,Active,No
CUS-3838,Basic,2024-09-14,Americas,15,50.0,Active,No
CUS-2938,Pro,2025-03-19,Americas,9,150.0,Churned,Yes
CUS-1974,Enterprise,2023-09-08,APAC,28,440.79,Active,No
CUS-3790,Basic,2024-07-27,APAC,17,50.0,Active,No
CUS-1884,Basic,2024-07-29,APAC,17,31.58,Active,No
CUS-2099,Enterprise,2025-02-27,EMEA,10,1003.46,Active,No
CUS-1157,Basic,2023-03-28,Americas,33,48.89,Active,0
CUS-3277,Pro,2024-11-09,APAC,13,114.31,Active,No
CUS-1887,Basic,2025-12-25,Americas,0,50.0,Active,No
CUS-3999,Enterprise,2025-08-15,EMEA,4,392.83,Active,No
CUS-2592,Basic,2024-08-18,EMEA,16,37.77,Active,No
CUS-3479,Basic,2024-11-12,APAC,13,22.6,Active,No
CUS-3718,Enterprise,2025-12-09,APAC,0,300.0,Active,No
CUS-3535,Enterprise,2025-07-11,Americas,5,454.04,Active,No
CUS-3118,Basic,2025-05-19,,7,26.99,Active,No
CUS-2473,Basic,2025-01-05,Americas,12,50.0,Active,No
CUS-3649,Pro,2024-06-25,EMEA,18,115.39,Active,No
CUS-1459,Pro,2023-01-15,APAC,36,115.99,Active,No
CUS-3499,Pro,2023-01-31,APAC,35,97.93,Active,No
CUS-1079,Pro,2024-12-26,APAC,12,98.74,Active,No
CUS-3915,Basic,2023-12-20,APAC,24,37.96,Active,No
CUS-2057,Enterprise,2024-01-01,EMEA,24,771.27,Active,No
CUS-1907,Basic,2025-06-14,APAC,6,48.5,Churned,Yes
CUS-2564,Enterprise,2025-06-12,Americas,6,539.49,Churned,Yes
CUS-3427,Basic,2025-11-30,EMEA,1,35.27,Active,No
CUS-3697,Pro,2023-06-17,APAC,30,126.04,Active,No
CUS-1381,Pro,2024-01-02,APAC,24,150.0,Active,No
CUS-1948,Enterprise,2023-04-18,EMEA,32,723.74,Active,No
CUS-2713,Enterprise,2024-12-25,APAC,12,764.05,Churned,Yes
CUS-3757,Enterprise,2023-06-13,Americas,31,908.78,Active,No
CUS-1716,Basic,2025-07-30,APAC,5,46.7,Churned,Yes
CUS-2914,Basic,2025-11-09,Americas,1,44.89,Active,No
CUS-1687,Basic,2024-03-11,APAC,22,38.58,Active,No
CUS-3671,Pro,2025-01-29,EMEA,11,80.0,Active,No
CUS-2294,Basic,2024-12-03,EMEA,13,50.0,Active,No
CUS-1306,Basic,2023-02-11,EMEA,35,28.64,Active,No
CUS-1210,Basic,2023-04-13,EMEA,33,42.55,Active,No
CUS-3012,Basic,2024-10-15,EMEA,14,46.49,Active,No
CUS-3222,Basic,2024-11-29,,13,44.31,Active,No
CUS-3976,Pro,2023-10-01,APAC,27,134.98,Active,No
CUS-2538,Pro,2025-08-26,EMEA,4,83.68,Churned,Yes
CUS-1886,Basic,2023-02-24,APAC,34,39.47,Active,No
CUS-2860,Basic,2023-12-31,APAC,24,21.66,Active,No
CUS-1918,Basic,2024-10-16,Americas,14,23.1,Active,No
CUS-2887,Basic,2023-05-10,Americas,32,43.46,Active,No
CUS-2661,Basic,2025-02-22,APAC,10,34.17,Active,No
CUS-1192,Basic,2023-02-11,EMEA,35,42.78,Active,No
CUS-2748,Basic,2025-01-11,APAC,11,36.83,Active,No
CUS-3132,Pro,2023-08-26,,28,150.0,Active,No
CUS-2266,Pro,2024-09-27,EMEA,15,133.24,Active,No
CUS-1484,Basic,2024-11-06,Americas,14,32.86,Active,No
CUS-1916,Enterprise,2024-01-23,Americas,23,837.86,Active,No
CUS-3600,Enterprise,2024-07-20,APAC,17,1040.92,Active,No
CUS-1278,Basic,2024-10-06,Americas,15,36.35,Active,No
CUS-1989,Basic,2025-12-11,Americas,0,20.0,Churned,Yes
CUS-2988,Pro,2023-09-16,EMEA,27,106.48,Active,No
CUS-2895,Basic,2025-03-29,EMEA,9,28.47,Active,No
CUS-2870,Pro,2025-01-20,Americas,11,150.0,Active,No
CUS-1572,Pro,2023-06-17,EMEA,30,150.0,Active,No
CUS-1994,Basic,2024-02-13,Americas,22,31.39,Active,No
CUS-3796,Pro,2025-01-10,EMEA,11,87.99,Churned,No
CUS-3947,Basic,2023-03-26,Americas,33,31.77,Active,No
CUS-1586,Pro,2025-06-28,Americas,6,150.0,Churned,Yes
CUS-3329,Pro,2024-06-01,EMEA,19,150.0,Active,No
CUS-3994,Basic,2025-10-11,EMEA,2,45.14,Active,No
CUS-2350,Basic,2025-07-22,Americas,5,30.39,Active,No
CUS-3901,Basic,2025-07-17,Americas,5,30.53,Churned,Yes
CUS-1675,Pro,2025-06-17,APAC,6,131.64,Active,No
CUS-3591,Pro,2024-05-20,EMEA,19,132.52,Churned,Yes
CUS-1856,Basic,2023-10-13,Americas,27,27.71,Churned,Yes
CUS-1448,Pro,2025-05-05,EMEA,8,143.59,Active,No
CUS-2420,Enterprise,2024-09-05,EMEA,16,718.22,Active,No
CUS-3230,Pro,2023-11-25,Americas,25,137.47,Active,No
CUS-2617,Basic,2023-06-21,APAC,30,50.0,Active,No
CUS-3259,Basic,2024-05-14,APAC,19,43.93,Active,No
CUS-3822,Pro,2025-07-24,EMEA,5,150.0,Active,No
CUS-3754,Basic,2025-04-03,APAC,9,37.0,Churned,Yes
CUS-2717,Basic,2024-03-19,Americas,21,47.55,Active,No
CUS-3672,Basic,2025-08-28,APAC,4,48.84,Churned,Yes
CUS-2248,Basic,2023-01-14,Americas,36,38.91,Active,No
CUS-1295,Pro,2024-08-23,EMEA,16,126.27,Active,No
CUS-1589,Basic,2025-05-20,EMEA,7,25.52,Active,No
CUS-2282,Basic,2024-03-01,APAC,22,27.74,Active,No
CUS-2423,Basic,2024-12-20,APAC,12,45.49,Active,No
CUS-3350,Basic,2023-09-11,,28,37.81,Active,No
CUS-2427,Basic,2023-09-03,EMEA,28,35.62,Active,No
CUS-3253,Basic,2023-12-28,APAC,24,36.46,Active,No
CUS-1426,Pro,2024-09-12,,15,112.16,Active,No
CUS-1535,Basic,2025-03-05,APAC,10,21.64,Active,No
CUS-2055,Basic,2025-07-09,Americas,5,40.27,Active,No
CUS-2865,Pro,2025-02-27,Americas,10,117.46,Active,No
CUS-3505,Basic,2025-09-09,APAC,3,28.51,Churned,Yes
CUS-2426,Basic,2024-04-10,EMEA,21,24.52,Active,No
CUS-1133,Pro,2023-04-10,Americas,33,133.25,Active,No
CUS-2838,Basic,2023-01-09,EMEA,36,39.02,Active,No
CUS-2826,Basic,2024-05-21,EMEA,19,31.14,Active,No
CUS-1422,Basic,2024-02-01,APAC,23,45.83,Active,No
CUS-3659,Basic,2023-06-20,APAC,30,20.0,Active,No
CUS-3029,Basic,2024-12-24,Americas,12,38.9,Active,No
CUS-3990,Pro,2024-08-28,EMEA,16,117.73,Active,No
CUS-2369,Basic,2023-07-17,EMEA,29,26.13,Active,No
CUS-1557,Basic,2024-08-06,EMEA,17,50.0,Active,No
CUS-3044,Enterprise,2024-04-30,EMEA,20,753.19,Active,No
CUS-2487,Enterprise,2025-05-24,APAC,7,848.75,Active,No
CUS-3680,Basic,2024-03-28,EMEA,21,41.09,Active,No
CUS-1571,Basic,2025-05-07,EMEA,7,27.59,Active,No
CUS-1353,Pro,2023-02-15,EMEA,35,109.32,Active,No
CUS-1092,Pro,2025-10-13,Americas,2,150.0,Active,No
CUS-3563,Pro,2023-05-02,Americas,32,87.28,Active,No
CUS-3534,Basic,2024-03-10,APAC,22,30.83,Active,No
CUS-2171,Basic,2025-11-23,APAC,1,42.55,Active,No
CUS-3249,Basic,2023-05-07,Americas,32,29.36,Active,No
CUS-2286,Enterprise,2023-07-07,APAC,30,1446.21,Active,No
CUS-2703,Basic,2024-02-24,EMEA,22,36.56,Active,No
CUS-2469,Pro,2025-12-15,Americas,0,80.0,Active,No
CUS-2908,Basic,2023-05-20,APAC,31,25.7,Active,No
CUS-2478,Enterprise,2023-11-24,Americas,25,1437.35,Active,No
CUS-1698,Pro,2023-02-14,APAC,35,97.27,Active,No
CUS-3507,Enterprise,2023-08-12,APAC,29,697.8,Active,No
CUS-1349,Pro,2025-05-25,APAC,7,135.46,Active,No
CUS-2645,Basic,2023-12-10,APAC,25,36.01,Active,No
CUS-3347,Enterprise,2025-03-06,Americas,10,1086.26,Active,No
CUS-3432,Pro,2024-06-03,EMEA,19,137.27,Active,No
CUS-3169,Basic,2023-06-29,Americas,30,36.71,Active,No
CUS-2138,Basic,2025-08-20,APAC,4,37.28,Churned,Yes
CUS-2798,Basic,2024-07-19,Americas,17,20.0,Active,No
CUS-2545,Basic,2024-03-28,APAC,21,25.85,Active,No
CUS-3837,Pro,2025-09-22,EMEA,3,121.34,Active,No
CUS-3821,Basic,2025-03-26,Americas,9,32.24,Active,No
CUS-2340,Basic,2025-06-26,EMEA,6,24.94,Churned,1
CUS-3491,Enterprise,2024-02-20,APAC,22,742.77,Active,No
CUS-1454,Basic,2023-02-14,APAC,35,36.81,Active,No
CUS-1914,Enterprise,2024-04-15,APAC,20,1276.29,Active,No
CUS-2200,Pro,2023-05-13,APAC,32,97.59,Active,No
CUS-2275,Basic,2023-10-29,EMEA,26,29.92,Active,No
CUS-2867,Enterprise,2024-01-09,EMEA,24,936.65,Active,No
CUS-1038,Basic,2023-01-24,Americas,35,36.76,Active,No
CUS-1975,Basic,2023-03-01,APAC,34,36.05,Active,No
CUS-3771,Basic,2025-06-07,EMEA,6,-48.26,Active,No
CUS-1984,Basic,2023-11-20,EMEA,25,32.18,Active,No
CUS-2806,Pro,2025-04-21,EMEA,8,145.48,Churned,Yes
CUS-2962,Basic,2023-07-31,APAC,29,30.19,Active,No
CUS-2419,Enterprise,2023-01-14,Americas,36,681.19,Active,No
CUS-2285,Enterprise,2025-09-18,EMEA,3,1219.62,Active,No
CUS-1040,Pro,2025-01-30,APAC,11,102.93,Active,No
CUS-3541,Basic,2025-11-08,APAC,1,23.26,Churned,Yes
CUS-1170,Enterprise,2024-12-03,EMEA,13,459.35,Active,No
CUS-2356,Basic,2025-03-28,APAC,9,50.0,Active,No
CUS-1738,Basic,2025-03-18,EMEA,9,40.7,Churned,Yes
CUS-2591,Basic,2023-11-06,EMEA,26,23.36,Active,No
CUS-3700,Enterprise,2023-03-05,Americas,34,1304.45,Active,No
CUS-2898,Basic,2024-09-22,Americas,15,20.81,Churned,Yes
CUS-1635,Basic,2024-12-11,APAC,12,34.0,Active,No
CUS-3648,Pro,2023-04-28,APAC,32,150.0,Active,No
CUS-2919,Pro,2025-10-08,EMEA,2,118.62,Active,No
CUS-2291,Basic,2023-04-03,Americas,33,43.01,Active,No
CUS-2381,Basic,2024-09-18,EMEA,15,20.91,Active,No
CUS-1580,Basic,2023-03-28,Americas,33,30.36,Active,No
CUS-1329,Pro,2024-09-09,Americas,15,129.99,Active,No
CUS-2643,Basic,2024-07-31,APAC,17,27.94,Churned,Yes
CUS-1893,Basic,2024-09-08,EMEA,15,30.74,Active,No
CUS-2850,Pro,2025-05-11,APAC,7,86.26,Active,No
CUS-1781,Basic,2023-04-13,EMEA,33,24.72,Active,No
CUS-1160,Pro,2024-01-27,EMEA,23,80.0,Active,No
CUS-2546,Basic,2023-12-15,APAC,24,29.15,Active,No
CUS-2934,Pro,2023-11-17,EMEA,25,149.25,Active,No
CUS-3979,Pro,2023-07-04,APAC,30,94.12,Churned,No
CUS-1062,Basic,2024-06-12,APAC,18,42.22,Active,No
CUS-1850,Enterprise,2024-01-03,APAC,24,986.12,Active,No
CUS-3130,Basic,2025-12-12,EMEA,0,48.77,Active,No
CUS-3893,Pro,2024-09-23,EMEA,15,150.0,Active,No
CUS-2044,Pro,2025-10-14,Americas,2,133.51,Churned,Yes
CUS-3497,Pro,2025-11-26,,1,104.22,Active,No
CUS-3261,Pro,2025-01-31,Americas,11,126.18,Active,No
CUS-3122,Basic,2024-01-06,EMEA,24,44.39,Active,No
CUS-2071,Enterprise,2024-04-16,EMEA,20,528.6,Active,No
CUS-1054,Pro,2025-05-05,APAC,8,108.09,Active,No
CUS-1259,Basic,2024-11-02,APAC,14,20.0,Active,No
CUS-1506,Pro,2024-11-13,EMEA,13,121.26,Active,No
CUS-1753,Basic,2024-06-11,EMEA,18,38.21,Active,No
CUS-2979,Pro,2025-06-18,APAC,6,100.5,Active,No
CUS-3948,Pro,2025-02-13,APAC,10,108.87,Active,No
CUS-3411,Pro,2023-12-31,APAC,24,89.65,Active,No
CUS-2518,Enterprise,2024-01-13,APAC,23,439.56,Active,No
CUS-3998,Basic,2025-06-20,EMEA,6,38.64,Active,No
CUS-3274,Pro,2025-08-05,EMEA,4,150.0,Active,No
CUS-2390,Basic,2024-11-14,APAC,13,35.26,Active,No
CUS-2267,Basic,2024-05-21,Americas,19,28.02,Active,No
CUS-3467,Pro,2025-06-20,APAC,6,130.33,Active,No
CUS-2712,Basic,2023-11-11,APAC,26,35.19,Active,No
CUS-1772,Pro,2025-11-27,,1,150.0,Active,No
CUS-3803,Basic,2025-05-12,EMEA,7,38.83,Churned,Yes
CUS-2808,Basic,2024-12-10,Americas,12,26.94,Active,No
CUS-3686,Pro,2023-01-28,APAC,35,109.87,Active,No
CUS-2086,Pro,2025-10-29,APAC,2,82.82,Active,No
CUS-3258,Pro,2024-05-27,EMEA,19,107.02,Churned,Yes
CUS-2533,Pro,2025-02-01,APAC,11,92.59,Active,No
CUS-2326,Enterprise,2024-10-05,Americas,15,300.0,Active,No
CUS-3120,Basic,2024-09-13,,15,45.64,Active,No
CUS-2813,Pro,2024-09-09,APAC,15,150.0,Active,No
CUS-2715,Basic,2024-11-06,APAC,14,38.46,Active,No
CUS-3035,Basic,2025-01-17,Americas,0,43.67,Churned,No
CUS-3424,Basic,2023-01-25,APAC,35,50.0,Active,No
CUS-3435,Pro,2025-04-27,Americas,8,109.5,Active,No
CUS-2682,Pro,2023-02-20,APAC,34,116.96,Active,No
CUS-3228,Basic,2023-01-17,APAC,35,25.0,Active,No
CUS-2164,Basic,2024-04-19,Americas,20,40.87,Active,No
CUS-1964,Basic,2023-12-15,Americas,24,31.96,Active,No
CUS-3903,Basic,2023-06-20,EMEA,30,49.64,Active,No
CUS-2663,Pro,2024-06-18,EMEA,18,112.27,Active,No
CUS-1399,Basic,2025-03-30,Americas,9,50.0,Active,No
CUS-1585,Enterprise,2025-10-27,APAC,2,1743.34,Active,No
CUS-1949,Enterprise,2025-09-18,,3,828.58,Active,No
CUS-1705,Basic,2023-03-04,APAC,34,33.23,Active,No
CUS-1432,Pro,2024-11-05,EMEA,14,85.86,Active,No
CUS-1293,Enterprise,2024-11-12,APAC,13,343.55,Active,No
CUS-1146,Basic,2025-01-01,APAC,12,32.45,Active,No
CUS-1324,Basic,2025-06-17,APAC,6,41.18,Active,No
CUS-3109,Basic,2024-09-02,Americas,16,40.99,Active,No
CUS-2166,Enterprise,2023-11-23,,25,1623.31,Active,No
CUS-2453,Enterprise,2025-02-09,APAC,10,572.04,Active,No
CUS-1003,Enterprise,2023-11-03,APAC,26,463.51,Active,No
CUS-1577,Enterprise,2025-07-09,,5,553.55,Active,No
CUS-3658,Pro,2025-06-09,Americas,6,128.03,Active,No
CUS-1340,Enterprise,2024-09-21,APAC,15,825.51,Active,No
CUS-3540,Basic,2023-01-12,EMEA,36,31.07,Active,No
CUS-3936,Basic,2024-10-06,Americas,15,34.91,Active,No
CUS-1926,Basic,2024-11-22,EMEA,13,38.39,Churned,Yes
CUS-1266,Basic,2023-10-23,APAC,26,38.83,Active,No
CUS-1377,Enterprise,2023-01-22,,35,2000.0,Active,No
CUS-3023,Basic,2025-09-28,APAC,3,50.0,Churned,Yes
CUS-2464,Basic,2025-12-17,EMEA,0,24.93,Churned,Yes
CUS-1272,Basic,2024-12-08,APAC,12,36.0,Active,No
CUS-1697,Pro,2024-01-16,EMEA,23,143.7,Active,No
CUS-3974,Enterprise,2025-12-09,Americas,0,784.03,Active,No
CUS-1245,Pro,2023-05-05,Americas,32,105.93,Active,No
CUS-3814,Basic,2025-03-30,Americas,9,30.67,Active,No
CUS-1477,Basic,2025-07-03,Americas,6,50.0,Active,No
CUS-3786,Pro,2025-04-07,APAC,8,94.05,Active,No
CUS-3844,Basic,2024-11-06,Americas,14,36.76,Active,No
CUS-3299,Basic,2023-12-10,APAC,25,47.93,Active,No
CUS-3449,Pro,2024-10-16,EMEA,14,150.0,Active,No
CUS-3784,Basic,2025-08-01,Americas,5,50.0,Active,No
CUS-3954,Enterprise,2023-02-14,APAC,35,1027.87,Active,No
CUS-3983,Basic,2025-07-14,Americas,5,23.63,Churned,1
CUS-3160,Basic,2024-01-30,,23,31.78,Active,No
CUS-1251,Pro,2025-12-08,Americas,0,142.44,Active,No
CUS-1414,Enterprise,2023-03-13,Americas,34,480.04,Active,0
CUS-1546,Basic,2024-07-19,APAC,17,30.28,Active,No
CUS-2194,Enterprise,2025-07-08,APAC,5,2000.0,Active,No
CUS-1739,Basic,2025-06-04,EMEA,7,40.57,Churned,Yes
CUS-1311,Basic,2025-10-07,APAC,2,50.0,Churned,Yes
CUS-2980,Basic,2025-10-02,EMEA,3,43.9,Active,No
CUS-1894,Basic,2024-09-21,EMEA,15,27.14,Active,No
CUS-2132,Basic,2025-01-22,EMEA,11,46.0,Active,No
CUS-2450,Basic,2023-01-14,,36,27.74,Active,No
CUS-3908,Basic,2025-01-19,EMEA,11,35.84,Active,No
CUS-1016,Basic,2025-03-27,EMEA,9,30.15,Active,No
CUS-2951,Enterprise,2023-10-26,Americas,26,637.05,Active,No
CUS-1722,Basic,2024-09-11,Americas,15,20.0,Active,No
CUS-2421,Pro,2024-01-05,EMEA,24,115.68,Active,No
CUS-3634,Pro,2023-03-27,Americas,33,114.86,Active,No
CUS-1982,Pro,2024-06-08,APAC,19,80.0,Active,No
CUS-2875,Enterprise,2024-09-27,EMEA,15,550.94,Active,No
CUS-2540,Basic,2024-03-13,APAC,21,50.0,Active,No
CUS-3531,Pro,2024-02-05,EMEA,23,110.13,Active,No
CUS-2551,Basic,2023-03-17,APAC,34,22.84,Active,No
CUS-3423,Pro,2025-05-31,EMEA,7,106.07,Active,0
CUS-1364,Basic,2024-12-17,EMEA,12,29.75,Churned,Yes
CUS-3769,Pro,2024-03-17,Americas,21,86.56,Active,No
CUS-1183,Basic,2024-08-02,EMEA,17,30.76,Churned,Yes
CUS-1986,Enterprise,2023-03-27,Americas,33,724.49,Active,No
CUS-2991,Basic,2023-01-05,APAC,36,45.66,Active,No
CUS-2195,Enterprise,2023-12-28,Americas,24,435.41,Active,No
CUS-2770,Pro,2025-03-30,Americas,9,103.69,Active,No
CUS-2676,Enterprise,2023-06-20,Americas,30,512.2,Active,No
CUS-2122,Basic,2025-06-14,EMEA,6,28.28,Active,No
CUS-1188,Basic,2025-08-19,EMEA,4,28.04,Churned,Yes
CUS-1620,Basic,2025-11-22,EMEA,1,30.31,Active,No
CUS-2613,Pro,2025-02-22,EMEA,10,104.59,Active,No
CUS-2176,Pro,2024-10-30,EMEA,14,102.29,Active,No
CUS-2183,Basic,2025-03-24,Americas,9,43.71,Active,No
CUS-3385,Basic,2023-11-21,APAC,25,25.91,Churned,No
CUS-3716,Basic,2023-09-05,EMEA,28,34.64,Active,No
CUS-1615,Basic,2024-12-14,APAC,12,24.23,Active,No
CUS-2514,Pro,2023-05-25,APAC,31,106.7,Active,No
CUS-2467,Basic,2023-07-07,EMEA,30,26.56,Active,No
CUS-1402,Enterprise,2025-07-16,EMEA,5,922.94,Active,No
CUS-1995,Enterprise,2023-11-08,EMEA,26,1564.87,Active,No
CUS-1935,Pro,2024-08-27,Americas,16,98.07,Active,No
CUS-1372,Basic,2023-02-21,APAC,34,25.07,Active,No
CUS-2923,Basic,2023-12-11,EMEA,25,45.28,Active,No
CUS-3307,Basic,2025-12-27,EMEA,0,-35.67,Churned,Yes
CUS-1594,Pro,2023-04-25,,32,140.84,Active,No
CUS-2911,Basic,2023-05-02,APAC,32,37.38,Active,No
CUS-1727,Basic,2025-11-13,EMEA,1,26.72,Active,No
CUS-1827,Pro,2023-12-16,EMEA,24,85.45,Active,No
CUS-2675,Pro,2025-02-07,Americas,10,96.31,Active,No
CUS-1688,Enterprise,2025-11-14,EMEA,1,321.48,Churned,Yes
CUS-3216,Basic,2024-06-18,EMEA,18,35.21,Active,No
CUS-1137,Enterprise,2025-07-01,EMEA,6,476.15,Active,No
CUS-3765,Basic,2024-07-20,APAC,17,41.03,Active,No
CUS-1629,Pro,2025-01-05,EMEA,12,106.35,Active,No
CUS-1335,Basic,2024-03-23,EMEA,21,40.2,Active,No
CUS-1391,Pro,2023-06-04,EMEA,31,97.6,Active,No
CUS-3310,Enterprise,2024-01-26,Americas,23,316.82,Active,No
CUS-2110,Basic,2024-09-05,APAC,16,25.39,Active,No
CUS-2738,Basic,2023-02-19,EMEA,34,31.1,Active,No
CUS-3699,Basic,2025-08-10,EMEA,4,25.74,Active,0
CUS-1711,Enterprise,2025-08-28,EMEA,4,402.09,Churned,Yes
CUS-2040,Basic,2025-07-10,APAC,5,32.69,Active,No
CUS-3715,Enterprise,2023-05-09,EMEA,32,366.35,Active,No
CUS-2851,Basic,2023-09-07,Americas,28,35.1,Active,No
CUS-3596,Enterprise,2025-01-03,EMEA,12,748.96,Active,No
CUS-2562,Pro,2023-11-12,Americas,26,86.79,Active,No
CUS-3758,Pro,2024-08-14,EMEA,16,85.09,Active,No
CUS-2595,Pro,2023-10-31,APAC,26,96.45,Active,No
CUS-3751,Basic,2023-02-19,Americas,34,36.34,Active,No
CUS-2113,Pro,2025-05-14,EMEA,7,86.2,Active,No
CUS-1466,Pro,2025-06-25,Americas,6,122.74,Active,No
CUS-2561,Enterprise,2025-12-09,Americas,0,1622.34,Active,No
CUS-2224,Pro,2023-07-08,Americas,30,136.86,Active,No
